county_fips,county_nm,county_pop
29053,"Cooper County, Missouri",16947
29055,"Crawford County, Missouri",22719
29057,"Dade County, Missouri",7716
29059,"Dallas County, Missouri",17768
29061,"Daviess County, Missouri",8551
29063,"DeKalb County, Missouri",9899
29065,"Dent County, Missouri",14647
29067,"Douglas County, Missouri",12228
29069,"Dunklin County, Missouri",27032
29071,"Franklin County, Missouri",106404
29073,"Gasconade County, Missouri",14705
29075,"Gentry County, Missouri",6287
29077,"Greene County, Missouri",304611
29079,"Grundy County, Missouri",9815
29081,"Harrison County, Missouri",8220
29083,"Henry County, Missouri",22485
29085,"Hickory County, Missouri",8718
29087,"Holt County, Missouri",4248
29089,"Howard County, Missouri",10101
29091,"Howell County, Missouri",40735
29093,"Iron County, Missouri",9440
29095,"Jackson County, Missouri",718560
29097,"Jasper County, Missouri",125056
29099,"Jefferson County, Missouri",231230
29101,"Johnson County, Missouri",54962
29103,"Knox County, Missouri",3723
29105,"Laclede County, Missouri",36680
29107,"Lafayette County, Missouri",33196
29109,"Lawrence County, Missouri",38872
29111,"Lewis County, Missouri",9818
29113,"Lincoln County, Missouri",64699
29115,"Linn County, Missouri",11791
29117,"Livingston County, Missouri",14557
29119,"McDonald County, Missouri",23903
29121,"Macon County, Missouri",15161
29123,"Madison County, Missouri",12698
29125,"Maries County, Missouri",8430
29127,"Marion County, Missouri",28336
29129,"Mercer County, Missouri",3469
29131,"Miller County, Missouri",25590
29133,"Mississippi County, Missouri",11822
29135,"Moniteau County, Missouri",15256
29137,"Monroe County, Missouri",8698
29139,"Montgomery County, Missouri",11459
29141,"Morgan County, Missouri",21970
29143,"New Madrid County, Missouri",15424
29145,"Newton County, Missouri",60677
29147,"Nodaway County, Missouri",20695
29149,"Oregon County, Missouri",8720
29151,"Osage County, Missouri",13468
29153,"Ozark County, Missouri",8970
29155,"Pemiscot County, Missouri",14613
29157,"Perry County, Missouri",18950
29159,"Pettis County, Missouri",43530
29161,"Phelps County, Missouri",45284
29163,"Pike County, Missouri",17935
29165,"Platte County, Missouri",111940
29167,"Polk County, Missouri",32780
29169,"Pulaski County, Missouri",53812
29171,"Putnam County, Missouri",4638
29173,"Ralls County, Missouri",10489
29175,"Randolph County, Missouri",24109
29177,"Ray County, Missouri",23182
29179,"Reynolds County, Missouri",5950
29181,"Ripley County, Missouri",10806
29183,"St. Charles County, Missouri",416659
29185,"St. Clair County, Missouri",9752
29186,"Ste. Genevieve County, Missouri",18642
29187,"St. Francois County, Missouri",67058
29189,"St. Louis County, Missouri",987059
29195,"Saline County, Missouri",23049
29197,"Schuyler County, Missouri",4053
29199,"Scotland County, Missouri",4676
29201,"Scott County, Missouri",37889
29203,"Shannon County, Missouri",7238
29205,"Shelby County, Missouri",5931
29207,"Stoddard County, Missouri",28397
29209,"Stone County, Missouri",32658
29211,"Sullivan County, Missouri",5797
29213,"Taney County, Missouri",56775
29215,"Texas County, Missouri",25619
29217,"Vernon County, Missouri",19710
29219,"Warren County, Missouri",37806
29221,"Washington County, Missouri",23534
29223,"Wayne County, Missouri",10811
29225,"Webster County, Missouri",41472
29227,"Worth County, Missouri",1907
29229,"Wright County, Missouri",19403
29510,"St. Louis city, Missouri",281754
30001,"Beaverhead County, Montana",9885
30003,"Big Horn County, Montana",12751
30005,"Blaine County, Montana",6899
30007,"Broadwater County, Montana",8032
30009,"Carbon County, Montana",11419
30011,"Carter County, Montana",1418
30013,"Cascade County, Montana",84900
30015,"Chouteau County, Montana",5847
30017,"Custer County, Montana",11985
30019,"Daniels County, Montana",1633
30021,"Dawson County, Montana",8810
30023,"Deer Lodge County, Montana",9673
30025,"Fallon County, Montana",2994
30027,"Fergus County, Montana",11772
30029,"Flathead County, Montana",113679
30031,"Gallatin County, Montana",126409
30033,"Garfield County, Montana",1211
30035,"Glacier County, Montana",13609
30037,"Golden Valley County, Montana",835
30039,"Granite County, Montana",3595
30041,"Hill County, Montana",16276
30043,"Jefferson County, Montana",13048
30045,"Judith Basin County, Montana",2093
30047,"Lake County, Montana",33338
30049,"Lewis and Clark County, Montana",75011
30051,"Liberty County, Montana",1974
30053,"Lincoln County, Montana",21895
30055,"McCone County, Montana",1676
30057,"Madison County, Montana",9521
30059,"Meagher County, Montana",2071
30061,"Mineral County, Montana",5090
30063,"Missoula County, Montana",121849
30065,"Musselshell County, Montana",5308
30067,"Park County, Montana",17903
30069,"Petroleum County, Montana",554
30071,"Phillips County, Montana",4249
30073,"Pondera County, Montana",6125
30075,"Powder River County, Montana",1743
30077,"Powell County, Montana",7133
30079,"Prairie County, Montana",1112
30081,"Ravalli County, Montana",47738
30083,"Richland County, Montana",11173
30085,"Roosevelt County, Montana",10319
30087,"Rosebud County, Montana",8160
30089,"Sanders County, Montana",13684
30091,"Sheridan County, Montana",3498
30093,"Silver Bow County, Montana",36360
30095,"Stillwater County, Montana",9173
30097,"Sweet Grass County, Montana",3763
30099,"Teton County, Montana",6430
30101,"Toole County, Montana",5133
30103,"Treasure County, Montana",772
30105,"Valley County, Montana",7474
30107,"Wheatland County, Montana",2057
30109,"Wibaux County, Montana",910
30111,"Yellowstone County, Montana",170843
31001,"Adams County, Nebraska",30899
31003,"Antelope County, Nebraska",6302
31005,"Arthur County, Nebraska",412
31007,"Banner County, Nebraska",674
31009,"Blaine County, Nebraska",436
31011,"Boone County, Nebraska",5310
31013,"Box Butte County, Nebraska",10692
31015,"Boyd County, Nebraska",1725
31017,"Brown County, Nebraska",2853
31019,"Buffalo County, Nebraska",50697
31021,"Burt County, Nebraska",6727
31023,"Butler County, Nebraska",8459
31025,"Cass County, Nebraska",27446
31027,"Cedar County, Nebraska",8262
31029,"Chase County, Nebraska",3724
31031,"Cherry County, Nebraska",5492
31033,"Cheyenne County, Nebraska",9541
31035,"Clay County, Nebraska",6116
31037,"Colfax County, Nebraska",10566
31039,"Cuming County, Nebraska",8918
31041,"Custer County, Nebraska",10581
31043,"Dakota County, Nebraska",21268
31045,"Dawes County, Nebraska",8133
31047,"Dawson County, Nebraska",24085
31049,"Deuel County, Nebraska",1871
31051,"Dixon County, Nebraska",5491
31053,"Dodge County, Nebraska",37187
31055,"Douglas County, Nebraska",589540
31057,"Dundy County, Nebraska",1561
31059,"Fillmore County, Nebraska",5548
31061,"Franklin County, Nebraska",2825
31063,"Frontier County, Nebraska",2585
31065,"Furnas County, Nebraska",4556
31067,"Gage County, Nebraska",21634
31069,"Garden County, Nebraska",1794
31071,"Garfield County, Nebraska",1763
31073,"Gosper County, Nebraska",1847
31075,"Grant County, Nebraska",565
31077,"Greeley County, Nebraska",2219
31079,"Hall County, Nebraska",62197
31081,"Hamilton County, Nebraska",9537
31083,"Harlan County, Nebraska",3045
31085,"Hayes County, Nebraska",846
31087,"Hitchcock County, Nebraska",2552
31089,"Holt County, Nebraska",10093
31091,"Hooker County, Nebraska",679
31093,"Howard County, Nebraska",6527
31095,"Jefferson County, Nebraska",7054
31097,"Johnson County, Nebraska",5198
31099,"Kearney County, Nebraska",6770
31101,"Keith County, Nebraska",8113
31103,"Keya Paha County, Nebraska",805
31105,"Kimball County, Nebraska",3289
31107,"Knox County, Nebraska",8298
31109,"Lancaster County, Nebraska",326716
31111,"Lincoln County, Nebraska",33365
31113,"Logan County, Nebraska",655
31115,"Loup County, Nebraska",592
31117,"McPherson County, Nebraska",383
31119,"Madison County, Nebraska",35627
31121,"Merrick County, Nebraska",7755
31123,"Morrill County, Nebraska",4504
31125,"Nance County, Nebraska",3274
31127,"Nemaha County, Nebraska",7076
31129,"Nuckolls County, Nebraska",4095
31131,"Otoe County, Nebraska",16335
31133,"Pawnee County, Nebraska",2512
31135,"Perkins County, Nebraska",2795
31137,"Phelps County, Nebraska",9057
31139,"Pierce County, Nebraska",7299
31141,"Platte County, Nebraska",34609
31143,"Polk County, Nebraska",5228
31145,"Red Willow County, Nebraska",10457
31147,"Richardson County, Nebraska",7689
31149,"Rock County, Nebraska",1271
31151,"Saline County, Nebraska",14555
31153,"Sarpy County, Nebraska",199886
31155,"Saunders County, Nebraska",23463
31157,"Scotts Bluff County, Nebraska",35699
31159,"Seward County, Nebraska",17671
31161,"Sheridan County, Nebraska",4928
31163,"Sherman County, Nebraska",2983
31165,"Sioux County, Nebraska",1154
31167,"Stanton County, Nebraska",5856
31169,"Thayer County, Nebraska",4829
31171,"Thomas County, Nebraska",677
31173,"Thurston County, Nebraska",6557
31175,"Valley County, Nebraska",4012
31177,"Washington County, Nebraska",21152
31179,"Wayne County, Nebraska",9874
31181,"Webster County, Nebraska",3351
31183,"Wheeler County, Nebraska",775
31185,"York County, Nebraska",14356
32001,"Churchill County, Nevada",25803
32003,"Clark County, Nevada",2336573
32005,"Douglas County, Nevada",49545
32007,"Elko County, Nevada",54293
32009,"Esmeralda County, Nevada",736
32011,"Eureka County, Nevada",1917
32013,"Humboldt County, Nevada",17136
32015,"Lander County, Nevada",5769
32017,"Lincoln County, Nevada",4452
32019,"Lyon County, Nevada",62583
32021,"Mineral County, Nevada",4528
32023,"Nye County, Nevada",55720
32027,"Pershing County, Nevada",6364
32029,"Storey County, Nevada",4177
32031,"Washoe County, Nevada",498022
32033,"White Pine County, Nevada",8522
32510,"Carson City, Nevada",58036
33001,"Belknap County, New Hampshire",65027
33003,"Carroll County, New Hampshire",52448
33005,"Cheshire County, New Hampshire",77703
33007,"Coos County, New Hampshire",31372
33009,"Grafton County, New Hampshire",93146
33011,"Hillsborough County, New Hampshire",427354
33013,"Merrimack County, New Hampshire",157103
33015,"Rockingham County, New Hampshire",320689
33017,"Strafford County, New Hampshire",133243
33019,"Sullivan County, New Hampshire",43969
34001,"Atlantic County, New Jersey",275213
34003,"Bergen County, New Jersey",957736
34005,"Burlington County, New Jersey",469167
34007,"Camden County, New Jersey",527196
34009,"Cape May County, New Jersey",94610
34011,"Cumberland County, New Jersey",152326
34013,"Essex County, New Jersey",851117
34015,"Gloucester County, New Jersey",308423
34017,"Hudson County, New Jersey",705472
34019,"Hunterdon County, New Jersey",130183
34021,"Mercer County, New Jersey",381671
34023,"Middlesex County, New Jersey",863623
34025,"Monmouth County, New Jersey",642799
34027,"Morris County, New Jersey",514423
34029,"Ocean County, New Jersey",659197
34031,"Passaic County, New Jersey",513395
34033,"Salem County, New Jersey",65338
34035,"Somerset County, New Jersey",348842
34037,"Sussex County, New Jersey",146132
34039,"Union County, New Jersey",572726
34041,"Warren County, New Jersey",111252
35001,"Bernalillo County, New Mexico",671586
35003,"Catron County, New Mexico",3825
35005,"Chaves County, New Mexico",63561
35006,"Cibola County, New Mexico",26780
35007,"Colfax County, New Mexico",12255
35009,"Curry County, New Mexico",47222
35011,"De Baca County, New Mexico",1657
35013,"Doña Ana County, New Mexico",225210
35015,"Eddy County, New Mexico",60275
35017,"Grant County, New Mexico",27472
35019,"Guadalupe County, New Mexico",4292
35021,"Harding County, New Mexico",624
35023,"Hidalgo County, New Mexico",3965
35025,"Lea County, New Mexico",72101
35027,"Lincoln County, New Mexico",20029
35028,"Los Alamos County, New Mexico",19444
35029,"Luna County, New Mexico",25316
35031,"McKinley County, New Mexico",68797
35033,"Mora County, New Mexico",4123
35035,"Otero County, New Mexico",68835
35037,"Quay County, New Mexico",8510
35039,"Rio Arriba County, New Mexico",39876
35041,"Roosevelt County, New Mexico",18787
35043,"Sandoval County, New Mexico",155936
35045,"San Juan County, New Mexico",120675
35047,"San Miguel County, New Mexico",26668
35049,"Santa Fe County, New Mexico",155956
35051,"Sierra County, New Mexico",11488
35053,"Socorro County, New Mexico",15963
35055,"Taos County, New Mexico",34405
35057,"Torrance County, New Mexico",15633
35059,"Union County, New Mexico",3964
35061,"Valencia County, New Mexico",79141
36001,"Albany County, New York",316659
36003,"Allegany County, New York",46651
36005,"Bronx County, New York",1356476
36007,"Broome County, New York",196077
36009,"Cattaraugus County, New York",75600
36011,"Cayuga County, New York",74485
36013,"Chautauqua County, New York",124891
36015,"Chemung County, New York",81325
36017,"Chenango County, New York",45920
36019,"Clinton County, New York",78115
36021,"Columbia County, New York",60470
36023,"Cortland County, New York",45752
36025,"Delaware County, New York",44410
36027,"Dutchess County, New York",297150
36029,"Erie County, New York",946147
36031,"Essex County, New York",36775
36033,"Franklin County, New York",46502
36035,"Fulton County, New York",52234
36037,"Genesee County, New York",57529
36039,"Greene County, New York",47062
36041,"Hamilton County, New York",5082
36043,"Herkimer County, New York",59484
36045,"Jefferson County, New York",114787
36047,"Kings County, New York",2561225
36049,"Lewis County, New York",26548
36051,"Livingston County, New York",61158
36053,"Madison County, New York",66921
36055,"Monroe County, New York",748482
36057,"Montgomery County, New York",49368
36059,"Nassau County, New York",1381715
36061,"New York County, New York",1597451
36063,"Niagara County, New York",209457
36065,"Oneida County, New York",227555
36067,"Onondaga County, New York",467873
36069,"Ontario County, New York",112494
36071,"Orange County, New York",407470
36073,"Orleans County, New York",39124
36075,"Oswego County, New York",118162
36077,"Otsego County, New York",60126
36079,"Putnam County, New York",98060
36081,"Queens County, New York",2252196
36083,"Rensselaer County, New York",159305
36085,"Richmond County, New York",490687
36087,"Rockland County, New York",340807
36089,"St. Lawrence County, New York",106940
36091,"Saratoga County, New York",238711
36093,"Schenectady County, New York",159902
36095,"Schoharie County, New York",30105
36097,"Schuyler County, New York",17507
36099,"Seneca County, New York",32349
36101,"Steuben County, New York",92162
36103,"Suffolk County, New York",1523170
36105,"Sullivan County, New York",79920
36107,"Tioga County, New York",47715
36109,"Tompkins County, New York",103558
36111,"Ulster County, New York",182333
36113,"Warren County, New York",65380
36115,"Washington County, New York",60047
36117,"Wayne County, New York",90829
36119,"Westchester County, New York",990817
36121,"Wyoming County, New York",39532
36123,"Yates County, New York",24472
37001,"Alamance County, North Carolina",179165
37003,"Alexander County, North Carolina",36473
37005,"Alleghany County, North Carolina",11342
37007,"Anson County, North Carolina",21897
37009,"Ashe County, North Carolina",27063
37011,"Avery County, North Carolina",17561
37013,"Beaufort County, North Carolina",44481
37015,"Bertie County, North Carolina",16922
37017,"Bladen County, North Carolina",29484
37019,"Brunswick County, North Carolina",159964
37021,"Buncombe County, North Carolina",275901
37023,"Burke County, North Carolina",88338
37025,"Cabarrus County, North Carolina",240016
37027,"Caldwell County, North Carolina",80574
37029,"Camden County, North Carolina",11137
37031,"Carteret County, North Carolina",69615
37033,"Caswell County, North Carolina",22807
37035,"Catawba County, North Carolina",164645
37037,"Chatham County, North Carolina",81624
37039,"Cherokee County, North Carolina",29959
37041,"Chowan County, North Carolina",13891
37043,"Clay County, North Carolina",11864
37045,"Cleveland County, North Carolina",101378
37047,"Columbus County, North Carolina",50121
37049,"Craven County, North Carolina",102391
37051,"Cumberland County, North Carolina",337890
37053,"Currituck County, North Carolina",31593
37055,"Dare County, North Carolina",38110
37057,"Davidson County, North Carolina",174804
37059,"Davie County, North Carolina",44599
37061,"Duplin County, North Carolina",49520
37063,"Durham County, North Carolina",336892
37065,"Edgecombe County, North Carolina",48832
37067,"Forsyth County, North Carolina",392921
37069,"Franklin County, North Carolina",77001
37071,"Gaston County, North Carolina",237242
37073,"Gates County, North Carolina",10343
37075,"Graham County, North Carolina",8052
37077,"Granville County, North Carolina",62192
37079,"Greene County, North Carolina",20530
37081,"Guilford County, North Carolina",549866
37083,"Halifax County, North Carolina",47298
37085,"Harnett County, North Carolina",141477
37087,"Haywood County, North Carolina",62969
37089,"Henderson County, North Carolina",119230
37091,"Hertford County, North Carolina",19453
37093,"Hoke County, North Carolina",54446
37095,"Hyde County, North Carolina",4607
37097,"Iredell County, North Carolina",199710
37099,"Jackson County, North Carolina",44574
37101,"Johnston County, North Carolina",241955
37103,"Jones County, North Carolina",9401
37105,"Lee County, North Carolina",67059
37107,"Lenoir County, North Carolina",54895
37109,"Lincoln County, North Carolina",95675
37111,"McDowell County, North Carolina",44893
37113,"Macon County, North Carolina",38412
37115,"Madison County, North Carolina",22071
37117,"Martin County, North Carolina",21447
37119,"Mecklenburg County, North Carolina",1163701
37121,"Mitchell County, North Carolina",14999
37123,"Montgomery County, North Carolina",26085
37125,"Moore County, North Carolina",106898
37127,"Nash County, North Carolina",96551
37129,"New Hanover County, North Carolina",238852
37131,"Northampton County, North Carolina",16715
37133,"Onslow County, North Carolina",213676
37135,"Orange County, North Carolina",150626
37137,"Pamlico County, North Carolina",12423
37139,"Pasquotank County, North Carolina",41444
37141,"Pender County, North Carolina",68521
37143,"Perquimans County, North Carolina",13377
37145,"Person County, North Carolina",39737
37147,"Pitt County, North Carolina",175119
37149,"Polk County, North Carolina",20060
37151,"Randolph County, North Carolina",147458
37153,"Richmond County, North Carolina",42324
37155,"Robeson County, North Carolina",117365
37157,"Rockingham County, North Carolina",92518
37159,"Rowan County, North Carolina",151661
37161,"Rutherford County, North Carolina",65507
37163,"Sampson County, North Carolina",59601
37165,"Scotland County, North Carolina",34376
37167,"Stanly County, North Carolina",65699
37169,"Stokes County, North Carolina",45532
37171,"Surry County, North Carolina",71462
37173,"Swain County, North Carolina",13916
37175,"Transylvania County, North Carolina",33549
37177,"Tyrrell County, North Carolina",3461
37179,"Union County, North Carolina",256452
37181,"Vance County, North Carolina",42301
37183,"Wake County, North Carolina",1190275
37185,"Warren County, North Carolina",18836
37187,"Washington County, North Carolina",10713
37189,"Watauga County, North Carolina",54748
37191,"Wayne County, North Carolina",118686
37193,"Wilkes County, North Carolina",66013
37195,"Wilson County, North Carolina",78970
37197,"Yadkin County, North Carolina",37774
37199,"Yancey County, North Carolina",18938
38001,"Adams County, North Dakota",2163
38003,"Barnes County, North Dakota",10726
38005,"Benson County, North Dakota",5745
38007,"Billings County, North Dakota",1034
38009,"Bottineau County, North Dakota",6349
38011,"Bowman County, North Dakota",2867
38013,"Burke County, North Dakota",2134
38015,"Burleigh County, North Dakota",100012
38017,"Cass County, North Dakota",196362
38019,"Cavalier County, North Dakota",3596
38021,"Dickey County, North Dakota",4900
38023,"Divide County, North Dakota",2135
38025,"Dunn County, North Dakota",4019
38027,"Eddy County, North Dakota",2263
38029,"Emmons County, North Dakota",3224
38031,"Foster County, North Dakota",3309
38033,"Golden Valley County, North Dakota",1743
38035,"Grand Forks County, North Dakota",72708
38037,"Grant County, North Dakota",2215
38039,"Griggs County, North Dakota",2248
38041,"Hettinger County, North Dakota",2415
38043,"Kidder County, North Dakota",2342
38045,"LaMoure County, North Dakota",4096
38047,"Logan County, North Dakota",1869
38049,"McHenry County, North Dakota",5131
38051,"McIntosh County, North Dakota",2488
38053,"McKenzie County, North Dakota",14252
38055,"McLean County, North Dakota",9832
38057,"Mercer County, North Dakota",8309
38059,"Morton County, North Dakota",33895
38061,"Mountrail County, North Dakota",9383
38063,"Nelson County, North Dakota",2991
38065,"Oliver County, North Dakota",1879
38067,"Pembina County, North Dakota",6661
38069,"Pierce County, North Dakota",3902
38071,"Ramsey County, North Dakota",11463
38073,"Ransom County, North Dakota",5603
38075,"Renville County, North Dakota",2279
38077,"Richland County, North Dakota",16558
38079,"Rolette County, North Dakota",11728
38081,"Sargent County, North Dakota",3776
38083,"Sheridan County, North Dakota",1266
38085,"Sioux County, North Dakota",3643
38087,"Slope County, North Dakota",674
38089,"Stark County, North Dakota",33001
38091,"Steele County, North Dakota",1782
38093,"Stutsman County, North Dakota",21392
38095,"Towner County, North Dakota",2030
38097,"Traill County, North Dakota",7908
38099,"Walsh County, North Dakota",10305
38101,"Ward County, North Dakota",68332
38103,"Wells County, North Dakota",3876
38105,"Williams County, North Dakota",39113
39001,"Adams County, Ohio",27521
39003,"Allen County, Ohio",100838
39005,"Ashland County, Ohio",52190
39007,"Ashtabula County, Ohio",96845
39009,"Athens County, Ohio",62706
39011,"Auglaize County, Ohio",46050
39013,"Belmont County, Ohio",64918
39015,"Brown County, Ohio",43777
39017,"Butler County, Ohio",393043
39019,"Carroll County, Ohio",26758
39021,"Champaign County, Ohio",38845
39023,"Clark County, Ohio",134610
39025,"Clermont County, Ohio",211972
39027,"Clinton County, Ohio",41938
39029,"Columbiana County, Ohio",100182
39031,"Coshocton County, Ohio",36869
39033,"Crawford County, Ohio",41529
39035,"Cuyahoga County, Ohio",1233088
39037,"Darke County, Ohio",51415
39039,"Defiance County, Ohio",38315
39041,"Delaware County, Ohio",231636
39043,"Erie County, Ohio",74035
39045,"Fairfield County, Ohio",165360
39047,"Fayette County, Ohio",28817
39049,"Franklin County, Ohio",1326063
39051,"Fulton County, Ohio",42007
39053,"Gallia County, Ohio",28986
39055,"Geauga County, Ohio",95407
39057,"Greene County, Ohio",169691
39059,"Guernsey County, Ohio",38089
39061,"Hamilton County, Ohio",827058
39063,"Hancock County, Ohio",74704
39065,"Hardin County, Ohio",30368
39067,"Harrison County, Ohio",14159
39069,"Henry County, Ohio",27520
39071,"Highland County, Ohio",43614
39073,"Hocking County, Ohio",27540
39075,"Holmes County, Ohio",44386
39077,"Huron County, Ohio",58199
39079,"Jackson County, Ohio",32606
39081,"Jefferson County, Ohio",64026
39083,"Knox County, Ohio",63320
39085,"Lake County, Ohio",231640
39087,"Lawrence County, Ohio",56118
39089,"Licking County, Ohio",183201
39091,"Logan County, Ohio",46057
39093,"Lorain County, Ohio",317910
39095,"Lucas County, Ohio",425484
39097,"Madison County, Ohio",44602
39099,"Mahoning County, Ohio",225596
39101,"Marion County, Ohio",64851
39103,"Medina County, Ohio",184042
39105,"Meigs County, Ohio",21767
39107,"Mercer County, Ohio",42439
39109,"Miami County, Ohio",110876
39111,"Monroe County, Ohio",13153
39113,"Montgomery County, Ohio",533796
39115,"Morgan County, Ohio",13646
39117,"Morrow County, Ohio",35595
39119,"Muskingum County, Ohio",86305
39121,"Noble County, Ohio",14311
39123,"Ottawa County, Ohio",39803
39125,"Paulding County, Ohio",18706
39127,"Perry County, Ohio",35551
39129,"Pickaway County, Ohio",61086
39131,"Pike County, Ohio",27001
39133,"Portage County, Ohio",162665
39135,"Preble County, Ohio",40556
39137,"Putnam County, Ohio",34199
39139,"Richland County, Ohio",125064
39141,"Ross County, Ohio",76501
39143,"Sandusky County, Ohio",58709
39145,"Scioto County, Ohio",71969
39147,"Seneca County, Ohio",54527
39149,"Shelby County, Ohio",47765
39151,"Stark County, Ohio",372716
39153,"Summit County, Ohio",535733
39155,"Trumbull County, Ohio",200373
39157,"Tuscarawas County, Ohio",91874
39159,"Union County, Ohio",69637
39161,"Van Wert County, Ohio",28704
39163,"Vinton County, Ohio",12474
39165,"Warren County, Ohio",252148
39167,"Washington County, Ohio",58577
39169,"Wayne County, Ohio",116510
39171,"Williams County, Ohio",36591
39173,"Wood County, Ohio",132650
39175,"Wyandot County, Ohio",21457
40001,"Adair County, Oklahoma",19627
40003,"Alfalfa County, Oklahoma",5673
40005,"Atoka County, Oklahoma",14525
40007,"Beaver County, Oklahoma",5018
40009,"Beckham County, Oklahoma",22042
40011,"Blaine County, Oklahoma",8539
40013,"Bryan County, Oklahoma",48967
40015,"Caddo County, Oklahoma",26214
40017,"Canadian County, Oklahoma",175829
40019,"Carter County, Oklahoma",48596
40021,"Cherokee County, Oklahoma",48185
40023,"Choctaw County, Oklahoma",14276
40025,"Cimarron County, Oklahoma",2191
40027,"Cleveland County, Oklahoma",301193
40029,"Coal County, Oklahoma",5266
40031,"Comanche County, Oklahoma",121574
40033,"Cotton County, Oklahoma",5427
40035,"Craig County, Oklahoma",14494
40037,"Creek County, Oklahoma",73332
40039,"Custer County, Oklahoma",28266
40041,"Delaware County, Oklahoma",41703
40043,"Dewey County, Oklahoma",4286
40045,"Ellis County, Oklahoma",3648
40047,"Garfield County, Oklahoma",62023
40049,"Garvin County, Oklahoma",25865
40051,"Grady County, Oklahoma",57375
40053,"Grant County, Oklahoma",4083
40055,"Greer County, Oklahoma",5466
40057,"Harmon County, Oklahoma",2392
40059,"Harper County, Oklahoma",3190
40061,"Haskell County, Oklahoma",11832
40063,"Hughes County, Oklahoma",13436
40065,"Jackson County, Oklahoma",24669
40067,"Jefferson County, Oklahoma",5347
40069,"Johnston County, Oklahoma",10216
40071,"Kay County, Oklahoma",43641
40073,"Kingfisher County, Oklahoma",15481
40075,"Kiowa County, Oklahoma",8398
40077,"Latimer County, Oklahoma",9526
40079,"Le Flore County, Oklahoma",49596
40081,"Lincoln County, Oklahoma",34562
40083,"Logan County, Oklahoma",53029
40085,"Love County, Oklahoma",10296
40087,"McClain County, Oklahoma",47072
40089,"McCurtain County, Oklahoma",30660
40091,"McIntosh County, Oklahoma",19603
40093,"Major County, Oklahoma",7581
40095,"Marshall County, Oklahoma",15970
40097,"Mayes County, Oklahoma",39889
40099,"Murray County, Oklahoma",13754
40101,"Muskogee County, Oklahoma",66677
40103,"Noble County, Oklahoma",10832
40105,"Nowata County, Oklahoma",9438
40107,"Okfuskee County, Oklahoma",11300
40109,"Oklahoma County, Oklahoma",808866
40111,"Okmulgee County, Oklahoma",37035
40113,"Osage County, Oklahoma",46130
40115,"Ottawa County, Oklahoma",30287
40117,"Pawnee County, Oklahoma",15864
40119,"Payne County, Oklahoma",83352
40121,"Pittsburg County, Oklahoma",43479
40123,"Pontotoc County, Oklahoma",38396
40125,"Pottawatomie County, Oklahoma",73791
40127,"Pushmataha County, Oklahoma",10800
40129,"Roger Mills County, Oklahoma",3295
40131,"Rogers County, Oklahoma",100248
40133,"Seminole County, Oklahoma",23565
40135,"Sequoyah County, Oklahoma",40291
40137,"Stephens County, Oklahoma",44014
40139,"Texas County, Oklahoma",20371
40141,"Tillman County, Oklahoma",6869
40143,"Tulsa County, Oklahoma",682868
40145,"Wagoner County, Oklahoma",89280
40147,"Washington County, Oklahoma",53706
40149,"Washita County, Oklahoma",10736
40151,"Woods County, Oklahoma",8564
40153,"Woodward County, Oklahoma",19947
41001,"Baker County, Oregon",16912
41003,"Benton County, Oregon",97713
41005,"Clackamas County, Oregon",423173
41007,"Clatsop County, Oregon",41102
41009,"Columbia County, Oregon",53880
41011,"Coos County, Oregon",64212
41013,"Crook County, Oregon",26952
41015,"Curry County, Oregon",23296
41017,"Deschutes County, Oregon",208513
41019,"Douglas County, Oregon",112435
41021,"Gilliam County, Oregon",2026
41023,"Grant County, Oregon",7215
41025,"Harney County, Oregon",7440
41027,"Hood River County, Oregon",23745
41029,"Jackson County, Oregon",220768
41031,"Jefferson County, Oregon",25454
41033,"Josephine County, Oregon",87821
41035,"Klamath County, Oregon",70003
41037,"Lake County, Oregon",8293
41039,"Lane County, Oregon",381181
41041,"Lincoln County, Oregon",50821
41043,"Linn County, Oregon",131496
41045,"Malheur County, Oregon",32044
41047,"Marion County, Oregon",346741
41049,"Morrow County, Oregon",12302
41051,"Multnomah County, Oregon",789698
41053,"Polk County, Oregon",89805
41055,"Sherman County, Oregon",1951
41057,"Tillamook County, Oregon",27417
41059,"Umatilla County, Oregon",80053
41061,"Union County, Oregon",25944
41063,"Wallowa County, Oregon",7674
41065,"Wasco County, Oregon",26333
41067,"Washington County, Oregon",598865
41069,"Wheeler County, Oregon",1436
41071,"Yamhill County, Oregon",108644
42001,"Adams County, Pennsylvania",106748
42003,"Allegheny County, Pennsylvania",1224825
42005,"Armstrong County, Pennsylvania",64074
42007,"Beaver County, Pennsylvania",165631
42009,"Bedford County, Pennsylvania",47350
42011,"Berks County, Pennsylvania",432821
42013,"Blair County, Pennsylvania",120273
42015,"Bradford County, Pennsylvania",59695
42017,"Bucks County, Pennsylvania",645984
42019,"Butler County, Pennsylvania",198413
42021,"Cambria County, Pennsylvania",130668
42023,"Cameron County, Pennsylvania",4380
42025,"Carbon County, Pennsylvania",65458
42027,"Centre County, Pennsylvania",157795
42029,"Chester County, Pennsylvania",549784
42031,"Clarion County, Pennsylvania",36970
42033,"Clearfield County, Pennsylvania",77090
42035,"Clinton County, Pennsylvania",37607
42037,"Columbia County, Pennsylvania",65439
42039,"Crawford County, Pennsylvania",82001
42041,"Cumberland County, Pennsylvania",270738
